,index,subject_id,task_part,rt,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,subject_condition,rest,response0,response1,is_optimal_first,is_optimal_second,categorical_age,trial
60,237,7787,revaluation,[328.8000000715256],False,./assets/img/canyon/animals/lion.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",10,,20.35,8,rest,ArrowRight,,,,Adults,5
61,239,7787,revaluation,[408.5],False,./assets/img/canyon/animals/giraffe.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",11,,20.35,8,rest,ArrowRight,,,,Adults,5
62,241,7787,revaluation,[397.7999999523163],False,./assets/img/canyon/animals/giraffe.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",12,,20.35,8,rest,ArrowRight,,,,Adults,6
63,243,7787,revaluation,[524.6999999284744],False,./assets/img/canyon/animals/lion.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",13,,20.35,8,rest,ArrowRight,,,,Adults,6
64,245,7787,revaluation,[389.6999999284744],False,./assets/img/canyon/animals/lion.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",14,,20.35,8,rest,ArrowRight,,,,Adults,7
65,247,7787,revaluation,[346.59999990463257],False,./assets/img/canyon/animals/giraffe.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",15,,20.35,8,rest,ArrowRight,,,,Adults,7
66,249,7787,revaluation,[399.2999999523163],False,./assets/img/canyon/animals/giraffe.jpg,canyon,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",16,,20.35,8,rest,ArrowRight,,,,Adults,8
67,251,7787,revaluation,[379.7000000476837],False,./assets/img/canyon/animals/lion.jpg,canyon,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",17,,20.35,8,rest,ArrowRight,,,,Adults,8
130,386,7787,revaluation,[735.3999999761581],False,./assets/img/ocean/animals/seahorse.jpg,ocean,8.0,,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",0,,20.35,8,rest,ArrowLeft,,,,Adults,0
131,388,7787,revaluation,[555.8999999761581],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,20.35,8,rest,ArrowLeft,,,,Adults,0
132,390,7787,revaluation,[326.40000009536743],False,./assets/img/ocean/animals/octopus.jpg,ocean,10.0,,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,20.35,8,rest,ArrowRight,,,,Adults,1
133,392,7787,revaluation,[609.8000000715256],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,20.35,8,rest,ArrowRight,,,,Adults,1
134,394,7787,revaluation,[943.1000000238419],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,20.35,8,rest,ArrowLeft,,,,Adults,2
135,396,7787,revaluation,[542.5],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,20.35,8,rest,ArrowLeft,,,,Adults,3
136,398,7787,revaluation,[520.8999999761581],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,20.35,8,rest,ArrowLeft,,,,Adults,4
137,400,7787,revaluation,[492.39999997615814],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,20.35,8,rest,ArrowLeft,,,,Adults,5
138,402,7787,revaluation,[487.39999997615814],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,20.35,8,rest,ArrowLeft,,,,Adults,6
139,404,7787,revaluation,[566.8999999761581],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,20.35,8,rest,ArrowRight,,,,Adults,2
140,406,7787,revaluation,[580.7999999523163],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,20.35,8,rest,ArrowRight,,,,Adults,3
141,408,7787,revaluation,[451.10000002384186],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,20.35,8,rest,ArrowLeft,,,,Adults,7
142,410,7787,revaluation,[489.60000002384186],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,20.35,8,rest,ArrowRight,,,,Adults,4
143,412,7787,revaluation,[448.89999997615814],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,20.35,8,rest,ArrowRight,,,,Adults,5
144,414,7787,revaluation,[537.8999999761581],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,20.35,8,rest,ArrowRight,,,,Adults,6
145,416,7787,revaluation,[540],False,./assets/img/ocean/animals/octopus.jpg,ocean,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,20.35,8,rest,ArrowLeft,,,,Adults,8
146,418,7787,revaluation,[496.2000000476837],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,20.35,8,rest,ArrowRight,,,,Adults,7
147,420,7787,revaluation,[531.1000000238419],False,./assets/img/ocean/animals/seahorse.jpg,ocean,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,20.35,8,rest,ArrowRight,,,,Adults,8
298,217,7480,revaluation,[1213.7000000476837],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",0,,21.43,4,rest,ArrowRight,,,,Adults,0
299,219,7480,revaluation,[567.5],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",1,,21.43,4,rest,ArrowRight,,,,Adults,1
300,221,7480,revaluation,[1042.3999999761581],False,./assets/img/ocean/animals/octopus.jpg,ocean,2.0,,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",2,,21.43,4,rest,ArrowLeft,,,,Adults,0
301,223,7480,revaluation,[552.6000000238419],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",3,,21.43,4,rest,ArrowRight,,,,Adults,1
302,225,7480,revaluation,[615],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",4,,21.43,4,rest,ArrowRight,,,,Adults,2
303,227,7480,revaluation,[1114.4000000357628],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",5,,21.43,4,rest,ArrowRight,,,,Adults,3
304,229,7480,revaluation,[906.3999999761581],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",6,,21.43,4,rest,ArrowRight,,,,Adults,2
305,231,7480,revaluation,[514.8000000119209],False,./assets/img/ocean/animals/seahorse.jpg,ocean,8.0,,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",7,,21.43,4,rest,ArrowLeft,,,,Adults,3
306,233,7480,revaluation,[521.3000000119209],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",8,,21.43,4,rest,ArrowRight,,,,Adults,4
307,235,7480,revaluation,[380.69999998807907],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",9,,21.43,4,rest,ArrowRight,,,,Adults,5
308,237,7480,revaluation,[403],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",10,,21.43,4,rest,ArrowRight,,,,Adults,4
309,239,7480,revaluation,[859.6000000238419],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",11,,21.43,4,rest,ArrowRight,,,,Adults,6
310,241,7480,revaluation,[359.19999998807907],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",12,,21.43,4,rest,ArrowRight,,,,Adults,5
311,243,7480,revaluation,[312.0999999642372],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",13,,21.43,4,rest,ArrowRight,,,,Adults,6
312,245,7480,revaluation,[77.39999997615814],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",14,,21.43,4,rest,ArrowRight,,,,Adults,7
313,247,7480,revaluation,[351.5],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",15,,21.43,4,rest,ArrowRight,,,,Adults,7
314,249,7480,revaluation,[568.6999999880791],False,./assets/img/ocean/animals/octopus.jpg,ocean,11.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",16,,21.43,4,rest,ArrowRight,,,,Adults,8
315,251,7480,revaluation,[557.1000000238419],False,./assets/img/ocean/animals/seahorse.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":2,""ArrowUp,ArrowRight"":11,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":27}",17,,21.43,4,rest,ArrowRight,,,,Adults,8
378,386,7480,revaluation,[795.1000000238419],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",0,,21.43,4,rest,ArrowLeft,,,,Adults,0
379,388,7480,revaluation,[776.6000000238419],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,21.43,4,rest,ArrowLeft,,,,Adults,1
380,390,7480,revaluation,[470.30000001192093],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,21.43,4,rest,ArrowLeft,,,,Adults,2
381,392,7480,revaluation,[624.2000000476837],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,21.43,4,rest,ArrowRight,,,,Adults,0
382,394,7480,revaluation,[429.10000002384186],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,21.43,4,rest,ArrowRight,,,,Adults,1
383,396,7480,revaluation,[390.4000000357628],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,21.43,4,rest,ArrowRight,,,,Adults,2
384,398,7480,revaluation,[905.8999999761581],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,21.43,4,rest,ArrowRight,,,,Adults,3
385,400,7480,revaluation,[660.3000000119209],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,21.43,4,rest,ArrowRight,,,,Adults,4
386,402,7480,revaluation,[534],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,21.43,4,rest,ArrowRight,,,,Adults,5
387,404,7480,revaluation,[392],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,21.43,4,rest,ArrowRight,,,,Adults,6
388,406,7480,revaluation,[501.89999997615814],False,./assets/img/canyon/animals/lion.jpg,canyon,30.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,21.43,4,rest,ArrowRight,,,,Adults,7
389,408,7480,revaluation,[808.3999999761581],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,21.43,4,rest,ArrowLeft,,,,Adults,3
390,410,7480,revaluation,[394.80000001192093],False,./assets/img/canyon/animals/lion.jpg,canyon,8.0,,False,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,21.43,4,rest,ArrowLeft,,,,Adults,8
391,412,7480,revaluation,[1071.0999999642372],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,21.43,4,rest,ArrowLeft,,,,Adults,4
392,414,7480,revaluation,[874],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,21.43,4,rest,ArrowLeft,,,,Adults,5
393,416,7480,revaluation,[837.3999999761581],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,21.43,4,rest,ArrowLeft,,,,Adults,6
394,418,7480,revaluation,[530.4000000357628],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,21.43,4,rest,ArrowLeft,,,,Adults,7
395,420,7480,revaluation,[502.60000002384186],False,./assets/img/canyon/animals/giraffe.jpg,canyon,23.0,,True,Control,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,21.43,4,rest,ArrowLeft,,,,Adults,8
546,217,7982,revaluation,[1979.699999988079],False,./assets/img/ocean/animals/seahorse.jpg,ocean,7.0,,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",0,,17.66,2,rest,ArrowRight,,,,Adolescents,0
547,219,7982,revaluation,[411.2999999821186],False,./assets/img/ocean/animals/seahorse.jpg,ocean,21.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",1,,17.66,2,rest,ArrowLeft,,,,Adolescents,1
548,221,7982,revaluation,[549.5],False,./assets/img/ocean/animals/seahorse.jpg,ocean,21.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",2,,17.66,2,rest,ArrowLeft,,,,Adolescents,2
549,223,7982,revaluation,[1010.2000000178814],False,./assets/img/ocean/animals/octopus.jpg,ocean,15.0,,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",3,,17.66,2,rest,ArrowRight,,,,Adolescents,0
550,225,7982,revaluation,[374.09999999403954],False,./assets/img/ocean/animals/octopus.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",4,,17.66,2,rest,ArrowLeft,,,,Adolescents,1
551,227,7982,revaluation,[629.6999999880791],False,./assets/img/ocean/animals/octopus.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",5,,17.66,2,rest,ArrowLeft,,,,Adolescents,2
552,229,7982,revaluation,[511.2999999821186],False,./assets/img/ocean/animals/octopus.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",6,,17.66,2,rest,ArrowLeft,,,,Adolescents,3
553,231,7982,revaluation,[451.90000000596046],False,./assets/img/ocean/animals/octopus.jpg,ocean,27.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",7,,17.66,2,rest,ArrowLeft,,,,Adolescents,4
554,233,7982,revaluation,[494.30000001192093],False,./assets/img/ocean/animals/seahorse.jpg,ocean,21.0,,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}",8,,17.66,2,rest,ArrowLeft,,,,Adolescents,3
